recruitment_fact_id,candidate_id,job_role_id,application_date,recruitment_source,stage,interview_score,offer_status,hired_flag,time_to_hire_days,score_band,fast_hire_flag,time_to_hire_category,high_quality_candidate,offer_accepted,hiring_efficiency_score,source_rank,candidate_status,hiring_delay_flag
1879,CAND001879,18,2025-04-24,REFERRAL,HIRED,2.94,OFFERED,1,17,Average,0,Normal,0,1,100.0,2.0,Hired,0
1880,CAND001880,96,2023-10-15,NAUKRI,HIRED,3.31,OFFERED,1,34,Good,0,Slow,0,1,100.0,6.0,Hired,1
1881,CAND001881,81,2024-06-17,REFERRAL,APPLIED,1.64,REJECTED,0,42,Poor,0,Slow,0,0,82.6,2.0,Rejected,1
1882,CAND001882,52,2025-07-12,AGENCY,INTERVIEW,2.01,HOLD,0,15,Average,1,Fast,0,0,100.0,4.0,On Hold,0
1883,CAND001883,61,2023-09-07,AGENCY,APPLIED,1.86,HOLD,0,10,Poor,1,Fast,0,0,100.0,4.0,On Hold,0
1884,CAND001884,25,2025-12-28,AGENCY,APPLIED,1.28,HOLD,0,14,Poor,1,Fast,0,0,100.0,4.0,On Hold,0
1885,CAND001885,100,2025-02-13,REFERRAL,HIRED,3.07,OFFERED,1,45,Good,0,Slow,0,1,100.0,2.0,Hired,1
1886,CAND001886,57,2024-05-04,REFERRAL,APPLIED,1.89,REJECTED,0,17,Poor,0,Normal,0,0,100.0,2.0,Rejected,0
1887,CAND001887,87,2024-08-01,AGENCY,HIRED,4.97,OFFERED,1,49,Excellent,0,Slow,1,1,100.0,4.0,Hired,1
1888,CAND001888,86,2023-06-27,LINKEDIN,INTERVIEW,2.87,REJECTED,0,27,Average,0,Normal,0,0,100.0,1.0,Rejected,0
1889,CAND001889,29,2023-01-13,NAUKRI,HIRED,1.17,OFFERED,1,58,Poor,0,Slow,0,1,59.55,6.0,Hired,1
1890,CAND001890,85,2023-02-22,NAUKRI,APPLIED,1.6,REJECTED,0,39,Poor,0,Slow,0,0,85.0,6.0,Rejected,1
1891,CAND001891,19,2024-12-23,CAMPUS,HIRED,3.91,OFFERED,1,28,Good,0,Normal,0,1,100.0,5.0,Hired,0
1892,CAND001892,86,2024-05-26,COMPANY WEBSITE,APPLIED,1.28,HOLD,0,44,Poor,0,Slow,0,0,75.2,3.0,On Hold,1
1893,CAND001893,63,2023-04-15,NAUKRI,INTERVIEW,3.85,HOLD,0,50,Good,0,Slow,0,0,100.0,6.0,On Hold,1
1894,CAND001894,79,2023-09-21,LINKEDIN,INTERVIEW,4.0,HOLD,0,38,Excellent,0,Slow,1,0,100.0,1.0,On Hold,1
1895,CAND001895,74,2024-11-06,LINKEDIN,INTERVIEW,2.01,HOLD,0,40,Average,0,Slow,0,0,90.15,1.0,On Hold,1
1896,CAND001896,71,2024-04-09,COMPANY WEBSITE,INTERVIEW,3.88,REJECTED,0,21,Good,0,Normal,0,0,100.0,3.0,Rejected,0
1897,CAND001897,25,2023-02-22,CAMPUS,INTERVIEW,3.04,HOLD,0,33,Good,0,Slow,0,0,100.0,5.0,On Hold,1
1898,CAND001898,68,2023-03-24,NAUKRI,INTERVIEW,2.77,REJECTED,0,21,Average,0,Normal,0,0,100.0,6.0,Rejected,0
1899,CAND001899,83,2025-02-15,AGENCY,INTERVIEW,4.28,HOLD,0,50,Excellent,0,Slow,1,0,100.0,4.0,On Hold,1
1900,CAND001900,46,2025-11-25,CAMPUS,INTERVIEW,3.24,REJECTED,0,34,Good,0,Slow,0,0,100.0,5.0,Rejected,1
1901,CAND001901,7,2025-03-24,REFERRAL,HIRED,2.26,OFFERED,1,58,Average,0,Slow,0,1,75.9,2.0,Hired,1
1902,CAND001902,62,2024-07-28,COMPANY WEBSITE,APPLIED,1.29,REJECTED,0,30,Poor,0,Normal,0,0,89.35,3.0,Rejected,0
1903,CAND001903,57,2025-11-20,AGENCY,HIRED,1.42,OFFERED,1,9,Poor,1,Fast,0,1,100.0,4.0,Hired,0
1904,CAND001904,74,2025-06-09,NAUKRI,APPLIED,1.12,HOLD,0,11,Poor,1,Fast,0,0,100.0,6.0,On Hold,0
1905,CAND001905,13,2024-10-25,COMPANY WEBSITE,INTERVIEW,3.12,HOLD,0,38,Good,0,Slow,0,0,100.0,3.0,On Hold,1
1906,CAND001906,100,2023-05-29,COMPANY WEBSITE,HIRED,3.59,OFFERED,1,57,Good,0,Slow,0,1,96.85,3.0,Hired,1
1907,CAND001907,6,2024-11-28,AGENCY,INTERVIEW,2.64,HOLD,0,40,Average,0,Slow,0,0,99.6,4.0,On Hold,1
1908,CAND001908,42,2025-10-26,AGENCY,APPLIED,1.65,REJECTED,0,8,Poor,1,Fast,0,0,100.0,4.0,Rejected,0
1909,CAND001909,56,2023-01-10,NAUKRI,INTERVIEW,4.77,HOLD,0,55,Excellent,0,Slow,1,0,100.0,6.0,On Hold,1
1910,CAND001910,37,2025-12-14,LINKEDIN,APPLIED,1.64,HOLD,0,57,Poor,0,Slow,0,0,67.6,1.0,On Hold,1
1911,CAND001911,7,2024-09-08,CAMPUS,HIRED,3.96,OFFERED,1,53,Good,0,Slow,0,1,100.0,5.0,Hired,1
1912,CAND001912,96,2023-07-26,CAMPUS,INTERVIEW,4.03,HOLD,0,56,Excellent,0,Slow,1,0,100.0,5.0,On Hold,1
1913,CAND001913,36,2025-05-04,AGENCY,APPLIED,1.05,REJECTED,0,16,Poor,0,Normal,0,0,99.75,4.0,Rejected,0
1914,CAND001914,14,2025-04-28,CAMPUS,INTERVIEW,2.94,HOLD,0,21,Average,0,Normal,0,0,100.0,5.0,On Hold,0
1915,CAND001915,76,2025-10-30,AGENCY,INTERVIEW,3.37,REJECTED,0,37,Good,0,Slow,0,0,100.0,4.0,Rejected,1
1916,CAND001916,73,2023-08-27,AGENCY,APPLIED,1.8,HOLD,0,42,Poor,0,Slow,0,0,85.0,4.0,On Hold,1
1917,CAND001917,90,2025-10-28,REFERRAL,HIRED,3.14,OFFERED,1,28,Good,0,Normal,0,1,100.0,2.0,Hired,0
1918,CAND001918,62,2024-09-11,COMPANY WEBSITE,INTERVIEW,3.49,HOLD,0,34,Good,0,Slow,0,0,100.0,3.0,On Hold,1
1919,CAND001919,75,2024-11-20,NAUKRI,INTERVIEW,3.48,HOLD,0,11,Good,1,Fast,0,0,100.0,6.0,On Hold,0
1920,CAND001920,82,2024-03-05,CAMPUS,INTERVIEW,2.75,HOLD,0,31,Average,0,Slow,0,0,100.0,5.0,On Hold,1
1921,CAND001921,16,2023-11-06,CAMPUS,INTERVIEW,3.84,HOLD,0,40,Good,0,Slow,0,0,100.0,5.0,On Hold,1
1922,CAND001922,23,2023-12-31,REFERRAL,INTERVIEW,2.73,HOLD,0,27,Average,0,Normal,0,0,100.0,2.0,On Hold,0
1923,CAND001923,95,2023-11-02,NAUKRI,INTERVIEW,2.97,HOLD,0,34,Average,0,Slow,0,0,100.0,6.0,On Hold,1
1924,CAND001924,58,2024-02-07,AGENCY,INTERVIEW,3.55,HOLD,0,38,Good,0,Slow,0,0,100.0,4.0,On Hold,1
1925,CAND001925,49,2024-03-24,CAMPUS,HIRED,3.23,OFFERED,1,57,Good,0,Slow,0,1,91.45,5.0,Hired,1
1926,CAND001926,11,2023-08-02,NAUKRI,APPLIED,1.08,REJECTED,0,11,Poor,1,Fast,0,0,100.0,6.0,Rejected,0
1927,CAND001927,83,2025-09-14,REFERRAL,INTERVIEW,4.09,HOLD,0,49,Excellent,0,Slow,1,0,100.0,2.0,On Hold,1
1928,CAND001928,91,2023-02-15,AGENCY,HIRED,3.22,OFFERED,1,53,Good,0,Slow,0,1,95.30000000000001,4.0,Hired,1
1929,CAND001929,81,2025-01-29,AGENCY,HIRED,1.1,OFFERED,1,38,Poor,0,Slow,0,1,78.5,4.0,Hired,1
1930,CAND001930,8,2024-08-03,AGENCY,HIRED,4.28,OFFERED,1,25,Excellent,0,Normal,1,1,100.0,4.0,Hired,0
1931,CAND001931,30,2025-04-26,COMPANY WEBSITE,APPLIED,1.83,REJECTED,0,19,Poor,0,Normal,0,0,100.0,3.0,Rejected,0
1932,CAND001932,48,2023-02-08,CAMPUS,INTERVIEW,4.05,HOLD,0,13,Excellent,1,Fast,1,0,100.0,5.0,On Hold,0
1933,CAND001933,27,2025-12-04,CAMPUS,APPLIED,1.18,REJECTED,0,34,Poor,0,Slow,0,0,83.7,5.0,Rejected,1
1934,CAND001934,62,2023-08-30,AGENCY,HIRED,1.98,OFFERED,1,26,Poor,0,Normal,0,1,100.0,4.0,Hired,0
1935,CAND001935,61,2023-10-15,NAUKRI,HIRED,4.79,OFFERED,1,24,Excellent,0,Normal,1,1,100.0,6.0,Hired,0
1936,CAND001936,86,2025-06-01,AGENCY,INTERVIEW,2.27,HOLD,0,46,Average,0,Slow,0,0,88.05,4.0,On Hold,1
1937,CAND001937,23,2025-05-30,LINKEDIN,APPLIED,1.86,HOLD,0,10,Poor,1,Fast,0,0,100.0,1.0,On Hold,0
1938,CAND001938,2,2024-08-23,NAUKRI,APPLIED,1.57,HOLD,0,52,Poor,0,Slow,0,0,71.55,6.0,On Hold,1
1939,CAND001939,8,2025-05-18,NAUKRI,INTERVIEW,4.78,HOLD,0,24,Excellent,0,Normal,1,0,100.0,6.0,On Hold,0
1940,CAND001940,15,2025-08-16,CAMPUS,INTERVIEW,4.79,HOLD,0,8,Excellent,1,Fast,1,0,100.0,5.0,On Hold,0
1941,CAND001941,31,2024-12-04,CAMPUS,HIRED,4.78,OFFERED,1,40,Excellent,0,Slow,1,1,100.0,5.0,Hired,1
1942,CAND001942,3,2024-12-18,AGENCY,INTERVIEW,4.34,REJECTED,0,54,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
1943,CAND001943,61,2024-10-29,NAUKRI,HIRED,2.25,OFFERED,1,24,Average,0,Normal,0,1,100.0,6.0,Hired,0
1944,CAND001944,27,2025-02-16,COMPANY WEBSITE,HIRED,3.88,OFFERED,1,17,Good,0,Normal,0,1,100.0,3.0,Hired,0
1945,CAND001945,27,2025-02-18,AGENCY,APPLIED,1.71,REJECTED,0,43,Poor,0,Slow,0,0,82.65,4.0,Rejected,1
1946,CAND001946,4,2024-08-13,REFERRAL,INTERVIEW,4.2,REJECTED,0,29,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
1947,CAND001947,72,2025-09-16,NAUKRI,INTERVIEW,2.44,REJECTED,0,10,Average,1,Fast,0,0,100.0,6.0,Rejected,0
1948,CAND001948,22,2024-01-22,REFERRAL,HIRED,1.35,OFFERED,1,20,Poor,0,Normal,0,1,100.0,2.0,Hired,0
1949,CAND001949,26,2024-07-15,AGENCY,HIRED,4.19,OFFERED,1,32,Excellent,0,Slow,1,1,100.0,4.0,Hired,1
1950,CAND001950,49,2023-02-15,REFERRAL,INTERVIEW,3.83,HOLD,0,24,Good,0,Normal,0,0,100.0,2.0,On Hold,0
1951,CAND001951,59,2023-09-30,NAUKRI,APPLIED,1.07,HOLD,0,59,Poor,0,Slow,0,0,57.05,6.0,On Hold,1
1952,CAND001952,100,2025-02-04,NAUKRI,INTERVIEW,3.46,REJECTED,0,16,Good,0,Normal,0,0,100.0,6.0,Rejected,0
1953,CAND001953,22,2025-11-12,COMPANY WEBSITE,INTERVIEW,4.05,REJECTED,0,9,Excellent,1,Fast,1,0,100.0,3.0,Rejected,0
1954,CAND001954,40,2023-10-22,NAUKRI,INTERVIEW,2.68,REJECTED,0,42,Average,0,Slow,0,0,98.2,6.0,Rejected,1
1955,CAND001955,58,2023-08-19,AGENCY,HIRED,3.02,OFFERED,1,26,Good,0,Normal,0,1,100.0,4.0,Hired,0
1956,CAND001956,68,2023-03-19,LINKEDIN,INTERVIEW,2.66,HOLD,0,30,Average,0,Normal,0,0,100.0,1.0,On Hold,0
1957,CAND001957,99,2023-09-16,CAMPUS,INTERVIEW,2.03,REJECTED,0,58,Average,0,Slow,0,0,72.44999999999999,5.0,Rejected,1
1958,CAND001958,40,2025-05-14,CAMPUS,INTERVIEW,3.74,REJECTED,0,35,Good,0,Slow,0,0,100.0,5.0,Rejected,1
1959,CAND001959,84,2024-12-27,CAMPUS,INTERVIEW,4.85,HOLD,0,7,Excellent,1,Fast,1,0,100.0,5.0,On Hold,0
1960,CAND001960,63,2025-09-20,COMPANY WEBSITE,INTERVIEW,4.14,REJECTED,0,33,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
1961,CAND001961,34,2023-02-08,REFERRAL,INTERVIEW,2.94,REJECTED,0,30,Average,0,Normal,0,0,100.0,2.0,Rejected,0
1962,CAND001962,89,2025-01-29,REFERRAL,INTERVIEW,4.45,REJECTED,0,35,Excellent,0,Slow,1,0,100.0,2.0,Rejected,1
1963,CAND001963,39,2024-01-28,CAMPUS,INTERVIEW,4.94,REJECTED,0,10,Excellent,1,Fast,1,0,100.0,5.0,Rejected,0
1964,CAND001964,14,2025-01-07,CAMPUS,APPLIED,1.57,HOLD,0,45,Poor,0,Slow,0,0,78.55,5.0,On Hold,1
1965,CAND001965,32,2024-10-10,COMPANY WEBSITE,INTERVIEW,4.73,REJECTED,0,59,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
1966,CAND001966,10,2024-10-07,REFERRAL,INTERVIEW,4.32,REJECTED,0,34,Excellent,0,Slow,1,0,100.0,2.0,Rejected,1
1967,CAND001967,79,2023-11-12,CAMPUS,HIRED,1.73,OFFERED,1,51,Poor,0,Slow,0,1,74.95,5.0,Hired,1
1968,CAND001968,28,2024-09-05,CAMPUS,HIRED,1.46,OFFERED,1,42,Poor,0,Slow,0,1,79.9,5.0,Hired,1
1969,CAND001969,75,2023-02-25,COMPANY WEBSITE,INTERVIEW,3.7,HOLD,0,33,Good,0,Slow,0,0,100.0,3.0,On Hold,1
1970,CAND001970,84,2025-03-07,NAUKRI,INTERVIEW,3.76,REJECTED,0,56,Good,0,Slow,0,0,100.0,6.0,Rejected,1
1971,CAND001971,43,2023-11-28,AGENCY,HIRED,2.96,OFFERED,1,24,Average,0,Normal,0,1,100.0,4.0,Hired,0
1972,CAND001972,21,2025-06-15,LINKEDIN,INTERVIEW,2.3,HOLD,0,21,Average,0,Normal,0,0,100.0,1.0,On Hold,0
1973,CAND001973,86,2025-11-21,NAUKRI,INTERVIEW,4.8,HOLD,0,47,Excellent,0,Slow,1,0,100.0,6.0,On Hold,1
1974,CAND001974,43,2025-10-22,NAUKRI,INTERVIEW,2.45,REJECTED,0,35,Average,0,Slow,0,0,100.0,6.0,Rejected,1
1975,CAND001975,67,2025-09-25,COMPANY WEBSITE,INTERVIEW,3.84,HOLD,0,55,Good,0,Slow,0,0,100.0,3.0,On Hold,1
1976,CAND001976,45,2024-06-11,NAUKRI,INTERVIEW,3.28,REJECTED,0,46,Good,0,Slow,0,0,100.0,6.0,Rejected,1
1977,CAND001977,15,2024-12-21,COMPANY WEBSITE,APPLIED,1.33,HOLD,0,14,Poor,1,Fast,0,0,100.0,3.0,On Hold,0
1978,CAND001978,96,2024-11-21,AGENCY,HIRED,4.63,OFFERED,1,56,Excellent,0,Slow,1,1,100.0,4.0,Hired,1
1979,CAND001979,88,2023-02-24,NAUKRI,APPLIED,1.49,HOLD,0,16,Poor,0,Normal,0,0,100.0,6.0,On Hold,0
1980,CAND001980,1,2024-03-09,LINKEDIN,INTERVIEW,4.78,HOLD,0,12,Excellent,1,Fast,1,0,100.0,1.0,On Hold,0
1981,CAND001981,55,2024-02-27,LINKEDIN,HIRED,2.86,OFFERED,1,54,Average,0,Slow,0,1,88.9,1.0,Hired,1
1982,CAND001982,37,2023-06-27,CAMPUS,APPLIED,1.49,REJECTED,0,53,Poor,0,Slow,0,0,69.35,5.0,Rejected,1
1983,CAND001983,19,2023-08-09,NAUKRI,INTERVIEW,2.73,REJECTED,0,10,Average,1,Fast,0,0,100.0,6.0,Rejected,0
1984,CAND001984,3,2025-06-15,COMPANY WEBSITE,APPLIED,1.4,HOLD,0,27,Poor,0,Normal,0,0,94.0,3.0,On Hold,0
1985,CAND001985,95,2024-12-11,LINKEDIN,HIRED,2.15,OFFERED,1,9,Average,1,Fast,0,1,100.0,1.0,Hired,0
1986,CAND001986,57,2025-08-03,AGENCY,HIRED,2.22,OFFERED,1,41,Average,0,Slow,0,1,92.30000000000001,4.0,Hired,1
1987,CAND001987,90,2024-11-09,CAMPUS,INTERVIEW,3.04,HOLD,0,58,Good,0,Slow,0,0,87.6,5.0,On Hold,1
1988,CAND001988,36,2025-03-31,CAMPUS,INTERVIEW,2.34,REJECTED,0,55,Average,0,Slow,0,0,80.1,5.0,Rejected,1
1989,CAND001989,64,2024-05-30,REFERRAL,HIRED,1.6,OFFERED,1,36,Poor,0,Slow,0,1,88.0,2.0,Hired,1
1990,CAND001990,53,2023-01-16,LINKEDIN,APPLIED,1.22,REJECTED,0,33,Poor,0,Slow,0,0,85.3,1.0,Rejected,1
1991,CAND001991,73,2024-08-20,REFERRAL,INTERVIEW,2.54,REJECTED,0,12,Average,1,Fast,0,0,100.0,2.0,Rejected,0
1992,CAND001992,42,2025-09-23,AGENCY,HIRED,2.45,OFFERED,1,28,Average,0,Normal,0,1,100.0,4.0,Hired,0
1993,CAND001993,64,2023-04-28,AGENCY,HIRED,4.67,OFFERED,1,37,Excellent,0,Slow,1,1,100.0,4.0,Hired,1
1994,CAND001994,63,2024-06-20,COMPANY WEBSITE,INTERVIEW,3.41,REJECTED,0,52,Good,0,Slow,0,0,99.15,3.0,Rejected,1
1995,CAND001995,82,2023-10-15,LINKEDIN,INTERVIEW,2.8,REJECTED,0,22,Average,0,Normal,0,0,100.0,1.0,Rejected,0
1996,CAND001996,80,2025-01-28,REFERRAL,HIRED,2.28,OFFERED,1,18,Average,0,Normal,0,1,100.0,2.0,Hired,0
1997,CAND001997,45,2025-08-11,LINKEDIN,INTERVIEW,4.94,HOLD,0,46,Excellent,0,Slow,1,0,100.0,1.0,On Hold,1
1998,CAND001998,88,2023-03-15,NAUKRI,INTERVIEW,3.71,REJECTED,0,56,Good,0,Slow,0,0,99.65,6.0,Rejected,1
1999,CAND001999,74,2023-12-05,AGENCY,HIRED,1.3,OFFERED,1,8,Poor,1,Fast,0,1,100.0,4.0,Hired,0
2000,CAND002000,50,2023-10-12,LINKEDIN,HIRED,2.82,OFFERED,1,47,Average,0,Slow,0,1,95.3,1.0,Hired,1
2001,CAND002001,31,2025-04-07,REFERRAL,INTERVIEW,4.18,HOLD,0,51,Excellent,0,Slow,1,0,100.0,2.0,On Hold,1
2002,CAND002002,51,2024-02-24,COMPANY WEBSITE,INTERVIEW,3.75,HOLD,0,20,Good,0,Normal,0,0,100.0,3.0,On Hold,0
2003,CAND002003,91,2023-09-14,LINKEDIN,INTERVIEW,2.59,REJECTED,0,40,Average,0,Slow,0,0,98.85,1.0,Rejected,1
2004,CAND002004,59,2025-05-15,LINKEDIN,APPLIED,1.66,REJECTED,0,32,Poor,0,Slow,0,0,92.9,1.0,Rejected,1
2005,CAND002005,84,2024-06-16,CAMPUS,INTERVIEW,2.86,HOLD,0,50,Average,0,Slow,0,0,92.9,5.0,On Hold,1
2006,CAND002006,62,2024-07-02,CAMPUS,INTERVIEW,4.46,REJECTED,0,26,Excellent,0,Normal,1,0,100.0,5.0,Rejected,0
2007,CAND002007,29,2024-06-26,REFERRAL,APPLIED,1.72,REJECTED,0,33,Poor,0,Slow,0,0,92.8,2.0,Rejected,1
2008,CAND002008,35,2023-04-23,AGENCY,INTERVIEW,2.38,HOLD,0,21,Average,0,Normal,0,0,100.0,4.0,On Hold,0
2009,CAND002009,4,2024-04-10,LINKEDIN,APPLIED,1.79,REJECTED,0,41,Poor,0,Slow,0,0,85.85,1.0,Rejected,1
2010,CAND002010,34,2024-09-15,REFERRAL,INTERVIEW,2.07,HOLD,0,8,Average,1,Fast,0,0,100.0,2.0,On Hold,0
2011,CAND002011,37,2024-08-18,NAUKRI,INTERVIEW,3.28,REJECTED,0,59,Good,0,Slow,0,0,90.19999999999999,6.0,Rejected,1
2012,CAND002012,91,2024-09-09,LINKEDIN,APPLIED,1.52,REJECTED,0,45,Poor,0,Slow,0,0,77.8,1.0,Rejected,1
2013,CAND002013,85,2024-04-13,NAUKRI,INTERVIEW,4.22,REJECTED,0,19,Excellent,0,Normal,1,0,100.0,6.0,Rejected,0
2014,CAND002014,25,2025-08-09,CAMPUS,INTERVIEW,2.83,REJECTED,0,25,Average,0,Normal,0,0,100.0,5.0,Rejected,0
2015,CAND002015,83,2024-06-16,AGENCY,APPLIED,1.17,HOLD,0,54,Poor,0,Slow,0,0,63.55,4.0,On Hold,1
2016,CAND002016,49,2023-07-15,COMPANY WEBSITE,HIRED,2.72,OFFERED,1,59,Average,0,Slow,0,1,81.80000000000001,3.0,Hired,1
2017,CAND002017,73,2024-12-05,NAUKRI,INTERVIEW,4.36,REJECTED,0,12,Excellent,1,Fast,1,0,100.0,6.0,Rejected,0
2018,CAND002018,68,2023-10-06,AGENCY,HIRED,3.26,OFFERED,1,57,Good,0,Slow,0,1,91.9,4.0,Hired,1
2019,CAND002019,80,2025-07-19,LINKEDIN,APPLIED,1.21,REJECTED,0,21,Poor,0,Normal,0,0,97.15,1.0,Rejected,0
2020,CAND002020,69,2025-04-27,NAUKRI,HIRED,1.6,OFFERED,1,25,Poor,0,Normal,0,1,99.0,6.0,Hired,0
2021,CAND002021,10,2025-06-02,CAMPUS,HIRED,2.54,OFFERED,1,29,Average,0,Normal,0,1,100.0,5.0,Hired,0
2022,CAND002022,20,2025-10-20,COMPANY WEBSITE,INTERVIEW,3.67,REJECTED,0,30,Good,0,Normal,0,0,100.0,3.0,Rejected,0
2023,CAND002023,60,2023-11-16,AGENCY,INTERVIEW,2.69,HOLD,0,55,Average,0,Slow,0,0,85.35,4.0,On Hold,1
2024,CAND002024,19,2023-03-12,REFERRAL,INTERVIEW,2.8,HOLD,0,38,Average,0,Slow,0,0,100.0,2.0,On Hold,1
2025,CAND002025,2,2025-06-11,COMPANY WEBSITE,APPLIED,1.71,HOLD,0,36,Poor,0,Slow,0,0,89.65,3.0,On Hold,1
2026,CAND002026,88,2023-09-17,AGENCY,INTERVIEW,3.11,HOLD,0,33,Good,0,Slow,0,0,100.0,4.0,On Hold,1
2027,CAND002027,35,2024-01-07,AGENCY,INTERVIEW,2.2,HOLD,0,52,Average,0,Slow,0,0,81.0,4.0,On Hold,1
2028,CAND002028,52,2025-04-13,CAMPUS,APPLIED,1.89,HOLD,0,58,Poor,0,Slow,0,0,70.35,5.0,On Hold,1
2029,CAND002029,52,2024-11-08,REFERRAL,INTERVIEW,4.64,REJECTED,0,27,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
2030,CAND002030,47,2023-03-31,AGENCY,HIRED,4.51,OFFERED,1,29,Excellent,0,Normal,1,1,100.0,4.0,Hired,0
2031,CAND002031,18,2025-10-02,NAUKRI,INTERVIEW,3.96,HOLD,0,13,Good,1,Fast,0,0,100.0,6.0,On Hold,0
2032,CAND002032,46,2024-06-13,CAMPUS,APPLIED,1.39,REJECTED,0,16,Poor,0,Normal,0,0,100.0,5.0,Rejected,0
2033,CAND002033,79,2024-09-24,REFERRAL,APPLIED,1.12,HOLD,0,12,Poor,1,Fast,0,0,100.0,2.0,On Hold,0
2034,CAND002034,8,2024-04-23,CAMPUS,INTERVIEW,4.61,REJECTED,0,24,Excellent,0,Normal,1,0,100.0,5.0,Rejected,0
2035,CAND002035,14,2025-12-29,AGENCY,INTERVIEW,4.64,HOLD,0,31,Excellent,0,Slow,1,0,100.0,4.0,On Hold,1
2036,CAND002036,13,2023-02-01,REFERRAL,INTERVIEW,4.14,HOLD,0,35,Excellent,0,Slow,1,0,100.0,2.0,On Hold,1
2037,CAND002037,90,2023-05-28,REFERRAL,INTERVIEW,2.33,HOLD,0,46,Average,0,Slow,0,0,88.95,2.0,On Hold,1
2038,CAND002038,59,2025-06-15,LINKEDIN,INTERVIEW,2.1,REJECTED,0,40,Average,0,Slow,0,0,91.5,1.0,Rejected,1
2039,CAND002039,58,2023-06-18,COMPANY WEBSITE,HIRED,1.68,OFFERED,1,13,Poor,1,Fast,0,1,100.0,3.0,Hired,0
2040,CAND002040,87,2023-06-10,LINKEDIN,INTERVIEW,2.19,REJECTED,0,48,Average,0,Slow,0,0,84.85,1.0,Rejected,1
2041,CAND002041,88,2024-12-04,LINKEDIN,INTERVIEW,4.18,REJECTED,0,27,Excellent,0,Normal,1,0,100.0,1.0,Rejected,0
2042,CAND002042,68,2024-05-30,REFERRAL,INTERVIEW,4.27,REJECTED,0,17,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
2043,CAND002043,13,2024-08-10,COMPANY WEBSITE,APPLIED,1.91,HOLD,0,36,Poor,0,Slow,0,0,92.65,3.0,On Hold,1
2044,CAND002044,21,2023-03-16,COMPANY WEBSITE,INTERVIEW,4.68,REJECTED,0,24,Excellent,0,Normal,1,0,100.0,3.0,Rejected,0
2045,CAND002045,91,2023-08-17,COMPANY WEBSITE,HIRED,4.37,OFFERED,1,44,Excellent,0,Slow,1,1,100.0,3.0,Hired,1
2046,CAND002046,62,2023-08-10,AGENCY,INTERVIEW,4.48,REJECTED,0,55,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
2047,CAND002047,8,2023-11-07,NAUKRI,INTERVIEW,3.97,REJECTED,0,38,Good,0,Slow,0,0,100.0,6.0,Rejected,1
2048,CAND002048,13,2024-09-29,REFERRAL,INTERVIEW,4.17,REJECTED,0,48,Excellent,0,Slow,1,0,100.0,2.0,Rejected,1
2049,CAND002049,26,2025-09-08,COMPANY WEBSITE,APPLIED,1.96,HOLD,0,59,Poor,0,Slow,0,0,70.4,3.0,On Hold,1
2050,CAND002050,20,2023-04-13,LINKEDIN,HIRED,2.09,OFFERED,1,50,Average,0,Slow,0,1,81.35,1.0,Hired,1
2051,CAND002051,82,2024-03-02,AGENCY,INTERVIEW,4.38,HOLD,0,9,Excellent,1,Fast,1,0,100.0,4.0,On Hold,0
2052,CAND002052,5,2023-11-04,CAMPUS,HIRED,4.66,OFFERED,1,33,Excellent,0,Slow,1,1,100.0,5.0,Hired,1
2053,CAND002053,87,2025-11-22,COMPANY WEBSITE,INTERVIEW,3.19,REJECTED,0,30,Good,0,Normal,0,0,100.0,3.0,Rejected,0
2054,CAND002054,88,2023-06-26,CAMPUS,APPLIED,1.98,HOLD,0,56,Poor,0,Slow,0,0,73.7,5.0,On Hold,1
2055,CAND002055,25,2023-06-28,REFERRAL,INTERVIEW,4.44,REJECTED,0,12,Excellent,1,Fast,1,0,100.0,2.0,Rejected,0
2056,CAND002056,29,2024-04-01,COMPANY WEBSITE,APPLIED,1.61,HOLD,0,37,Poor,0,Slow,0,0,87.15,3.0,On Hold,1
2057,CAND002057,85,2024-07-26,COMPANY WEBSITE,INTERVIEW,2.1,HOLD,0,11,Average,1,Fast,0,0,100.0,3.0,On Hold,0
2058,CAND002058,4,2025-06-25,CAMPUS,INTERVIEW,4.84,HOLD,0,19,Excellent,0,Normal,1,0,100.0,5.0,On Hold,0
2059,CAND002059,6,2025-11-19,AGENCY,INTERVIEW,3.16,REJECTED,0,26,Good,0,Normal,0,0,100.0,4.0,Rejected,0
2060,CAND002060,65,2024-02-03,NAUKRI,APPLIED,1.43,REJECTED,0,47,Poor,0,Slow,0,0,74.45,6.0,Rejected,1
2061,CAND002061,69,2024-08-29,REFERRAL,INTERVIEW,4.84,HOLD,0,28,Excellent,0,Normal,1,0,100.0,2.0,On Hold,0
2062,CAND002062,26,2023-02-17,LINKEDIN,HIRED,3.5,OFFERED,1,29,Good,0,Normal,0,1,100.0,1.0,Hired,0
2063,CAND002063,2,2024-02-02,AGENCY,HIRED,3.31,OFFERED,1,59,Good,0,Slow,0,1,90.65,4.0,Hired,1
